,ID,sigma_0_short,sigma_0_long,Q_0,eta_short,eta_long
55,90.0,1.1363974408446111,1.547111421312919,4.243645135359469,0.2885575075887817,2.7467032939125398
56,91.0,0.18735108310081097,0.12672674367581044,4.379689619056106,0.3650531000760151,0.19629905426766667
57,93.0,0.8631083496890826,0.17620229095604123,2.7293385791356486,0.8433787609970393,0.1386544944002339
58,94.0,0.188504024070837,0.13756071751762441,5.167968182517293,0.1923625897905075,0.0877620282392846
59,95.0,0.356863147627073,0.07013860850684109,5.219935629202174,0.3059732754273433,0.07210705106246447
60,97.0,0.8753861739537561,0.9630098529704942,3.588177553957576,1.1408927264151927,1.8733585195259577
62,100.0,0.10931231083406635,0.1082181310552485,4.635226910817771,0.10044316457106611,0.16836922477625876
63,101.0,0.20218673444074994,0.3539612588030191,4.687144055203087,0.03862362496152357,0.30099667394414104
64,103.0,0.994907170924716,1.8686618364817835,3.751333203747435,2.2730244976523664,4.999999950789962
65,105.0,0.9650228744879312,1.1737671023010627,4.668758372142869,0.6375471665891579,2.623675111061947
66,106.0,0.3465993575756561,0.36151505882916324,4.662559030400249,0.26974257213602776,0.22369095540092854
67,107.0,0.25618646531193506,0.2335061396841615,4.165993673757323,0.06030235720119778,1.3159647585562982e-05
68,108.0,1.0753735497516577,2.044315481409297,3.687530740722944,1.6132104333240311,3.990525599249313
69,109.0,1.0437636320707306,1.0886375674362405,3.640580416061751,0.8013048608781386,1.0763751530072787
70,110.0,0.7053592256989557,0.36222820733960787,4.8419954264245275,0.25682282745075274,0.4626126236313593
